id,date,HIC,well,scene,label,area,intensity_max-DAPI Class,row,column,chelation,media
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,21,0.44662349,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,22,2.40252636,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,23,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,24,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,25,0.6160324,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,26,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,27,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,28,0.36961944,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,29,0.09240486,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,30,560.9899050600001,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,31,0.3080162,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,32,0.53902835,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,33,0.3080162,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,34,0.36961944,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,35,1.12425913,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,36,0.09240486,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,37,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,38,0.09240486,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,39,252.45007752,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,40,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,41,0.55442916,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,42,0.35421863000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,43,264.00068502,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,44,1.0934575100000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,45,0.29261539000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,46,1.00105265,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,47,541.61568608,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,48,2.95695552,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,49,0.41582187000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,50,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,51,0.030801620000000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,52,0.32341701,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,53,0.030801620000000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,54,0.56982997,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,55,0.6160324,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,56,0.44662349,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,57,0.015400810000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,58,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,59,0.7084372600000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,60,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,61,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,62,1.9713036800000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_46_45_P6-D9.ome__0__Image:0,2024-08-07,48,D9,P6-D9,63,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,1,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,2,0.030801620000000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,3,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,4,3.1417652400000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,5,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,6,0.6314332100000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,7,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,8,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,9,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,10,0.030801620000000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,11,0.9548502200000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,12,446.7774981,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,13,2.3409231200000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,14,0.3080162,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,15,0.23101215000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,16,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,17,0.38502025,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,18,0.49282592000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,19,1.0934575100000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,20,0.3080162,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,21,0.80084212,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,22,0.015400810000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,23,0.5852307800000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,24,0.12320648000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,25,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,26,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,27,0.29261539000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,28,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,29,1.30906885,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,30,0.09240486,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,31,1.87889882,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,32,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,33,0.49282592000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,34,0.5852307800000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,35,0.41582187000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,36,0.07700405,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,37,0.015400810000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,38,0.030801620000000002,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,39,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,40,0.23101215000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,41,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,42,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,43,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,44,0.6776356400000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,45,0.13860729,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,46,0.18480972,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,47,0.53902835,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,48,0.061603240000000004,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,49,0.24641296000000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,50,6.730153970000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,51,0.35421863000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,52,0.7854413100000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,53,0.7700405,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,54,0.23101215000000003,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,55,433.11697963,1.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_52_51_P10-D9.ome__0__Image:0,2024-08-07,48,D9,P10-D9,56,0.6776356400000001,0.0,D,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,1,0.29261539000000003,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,2,0.66223483,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,3,0.24641296000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,4,0.66223483,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,5,0.015400810000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,6,1.47847776,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,7,0.43122268,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,8,0.015400810000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,9,355.62010371,1.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,10,0.49282592000000003,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,11,0.86244536,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,12,0.3080162,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,13,0.44662349,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,14,0.030801620000000002,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,15,0.18480972,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,16,0.27721458,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,17,0.3080162,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,18,0.24641296000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,19,0.40042106,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,20,0.24641296000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,21,0.18480972,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,22,0.41582187000000004,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,23,1241.62870301,1.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,24,0.29261539000000003,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,25,0.7854413100000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,26,1.30906885,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,27,0.24641296000000001,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,28,0.061603240000000004,0.0,E,9,50uM DFP,NGM
2024-08-07 25x 48HIC NCOA4 647 FT 568 PHALL 488 DAPI OBL_70_69_P7-E9.ome__0__Image:0,2024-08-07,48,E9,P7-E9,29,1.2320648,0.0,E,9,50uM DFP,NGM
